timestamp,anxiety_detected,active_symptoms,duration_seconds
2026-05-07 20:11:39,False,rapid_breathing,0.3
2026-05-07 20:11:40,True,"hand_tremor,rapid_breathing",0.5
2026-05-07 20:11:40,False,rapid_breathing,0.2
2026-05-07 20:11:42,True,"hand_tremor,rapid_breathing",1.8
2026-05-07 20:11:42,False,rapid_breathing,0.0
2026-05-07 20:11:48,True,"hand_tremor,rapid_breathing",6.2
2026-05-07 20:11:49,False,rapid_breathing,0.5
2026-05-07 20:11:53,True,"hand_tremor,rapid_breathing",4.6
2026-05-07 20:11:54,False,rapid_breathing,1.0
2026-05-07 20:11:55,True,"hand_tremor,rapid_breathing",0.6
2026-05-07 20:11:55,False,rapid_breathing,0.3
2026-05-07 20:12:16,True,"hand_tremor,rapid_breathing",21.1
2026-05-07 20:12:17,False,rapid_breathing,0.8
2026-05-07 20:12:21,True,"hand_tremor,rapid_breathing",4.5
2026-05-07 20:12:22,False,rapid_breathing,0.9
2026-05-07 20:12:42,True,"hand_tremor,rapid_breathing",20.0
2026-05-07 20:12:42,False,rapid_breathing,0.3
2026-05-07 20:13:05,True,"hand_tremor,rapid_breathing",22.4
2026-05-07 20:13:06,False,rapid_breathing,0.8
2026-05-07 20:13:08,True,"hand_tremor,rapid_breathing",2.2
2026-05-07 20:13:08,False,rapid_breathing,0.3
2026-05-07 20:13:34,True,"hand_tremor,rapid_breathing",25.6
2026-05-07 20:13:34,False,rapid_breathing,0.0
2026-05-07 20:13:34,True,"hand_tremor,rapid_breathing",0.0
2026-05-07 20:13:34,False,rapid_breathing,0.0
2026-05-07 20:13:34,True,"hand_tremor,rapid_breathing",0.1
2026-05-07 20:13:34,False,rapid_breathing,0.0
2026-05-07 20:13:39,True,"hand_tremor,rapid_breathing",5.1
2026-05-07 20:13:40,False,rapid_breathing,0.3
2026-05-07 20:13:54,True,"hand_tremor,rapid_breathing",14.1
2026-05-07 20:13:54,False,rapid_breathing,0.2
2026-05-07 20:14:14,True,"hand_tremor,rapid_breathing",20.7
2026-05-07 20:14:15,False,rapid_breathing,0.4
2026-05-07 20:15:46,False,,0.8
2026-05-07 20:22:02,False,,0.8
2026-05-07 20:22:32,False,rapid_breathing,30.0
2026-05-07 20:22:35,True,"hand_tremor,rapid_breathing",33.4
2026-05-07 20:22:36,False,rapid_breathing,1.0
2026-05-07 20:22:36,True,"hand_tremor,rapid_breathing",0.0
2026-05-07 20:22:36,False,rapid_breathing,0.3
2026-05-07 20:22:37,True,"hand_tremor,rapid_breathing",0.1
2026-05-07 20:22:37,False,rapid_breathing,0.1
2026-05-07 20:22:37,True,"hand_tremor,rapid_breathing",0.4
2026-05-07 20:22:38,False,rapid_breathing,0.8
2026-05-07 20:22:38,True,"hand_tremor,rapid_breathing",0.2
2026-05-07 20:22:39,False,rapid_breathing,0.9
2026-05-07 20:22:39,True,"hand_tremor,rapid_breathing",0.0
2026-05-07 20:22:39,False,rapid_breathing,0.0
